TICKET ID ; IV ; OV ; FV ; AV 
STORM-1561;8;8;8;[]
STORM-1564;0;8;8;[null]
STORM-1572;0;8;8;[null]
STORM-1575;8;8;11;[8, 9, 10]
STORM-1576;8;8;8;[]
STORM-1587;0;8;8;[null]
STORM-1588;8;8;8;[]
STORM-1594;0;8;11;[null]
STORM-1596;8;8;8;[]
STORM-1601;8;8;8;[]
STORM-1602;8;8;8;[]
STORM-1603;0;8;8;[null]
STORM-1604;8;8;8;[]
STORM-1606;0;8;8;[null]
STORM-1608;8;8;8;[]
STORM-1609;0;8;12;[null]
STORM-1614;0;8;8;[null]
STORM-1615;0;8;8;[null]
STORM-1616;0;8;8;[null]
STORM-1620;0;8;8;[null]
STORM-1622;0;8;8;[null]
STORM-1623;0;8;8;[null]
STORM-1625;0;8;8;[null]
STORM-1629;8;8;8;[]
STORM-1631;0;8;8;[null]
STORM-1632;0;8;8;[null]
STORM-1636;8;8;8;[]
STORM-1637;0;8;8;[null]
STORM-1641;0;8;8;[null]
STORM-1645;0;8;9;[null]
STORM-1646;0;8;12;[null]
STORM-1654;8;8;8;[]
STORM-1655;8;8;8;[]
STORM-1658;0;8;9;[null]
STORM-1665;0;8;8;[null]
STORM-1667;8;8;8;[]
STORM-1668;8;8;8;[]
STORM-1669;8;8;8;[]
STORM-1670;8;8;8;[]
STORM-1673;8;8;8;[]
STORM-1674;4;8;11;[4, 5, 6, 7, 8, 9, 10]
STORM-1677;8;8;8;[]
STORM-1681;8;8;9;[8]
STORM-1683;8;8;9;[8]
STORM-1687;8;8;8;[]
STORM-1693;8;8;9;[8]
STORM-1696;8;8;9;[8]
STORM-1704;8;8;9;[8]
STORM-1706;9;9;9;[]
STORM-1713;0;9;11;[null]
STORM-1714;9;9;9;[]
STORM-1725;8;9;11;[8, 9, 10]
STORM-1728;8;9;11;[8, 9, 10]
STORM-1729;9;9;9;[]
STORM-1730;8;9;11;[8, 9, 10]
STORM-1731;9;9;9;[]
STORM-1733;9;9;9;[]
STORM-1735;8;9;11;[8, 9, 10]
STORM-1737;0;9;11;[null]
STORM-1741;9;9;9;[]
STORM-1749;0;9;11;[null]
STORM-1750;8;9;11;[8, 9, 10]
STORM-1754;0;9;11;[null]
STORM-1756;0;9;11;[null]
STORM-1764;0;9;11;[null]
STORM-1771;0;11;11;[null]
STORM-1773;11;11;11;[]
STORM-1834;11;11;11;[]
STORM-1842;11;11;11;[]
STORM-1851;11;11;11;[]
STORM-1853;11;11;11;[]
STORM-1859;0;11;11;[null]
STORM-1861;11;11;11;[]
STORM-1862;11;11;11;[]
STORM-1864;0;11;11;[null]
STORM-1878;11;11;11;[]
STORM-1882;11;11;11;[]
STORM-1884;0;11;11;[null]
STORM-1887;11;11;11;[]
STORM-1909;11;11;11;[]
STORM-1924;11;11;11;[]
STORM-1928;0;11;12;[null]
STORM-1934;11;11;11;[]
STORM-1937;11;11;11;[]
STORM-1939;11;11;11;[]
STORM-1941;11;11;11;[]
STORM-1946;0;11;11;[null]
STORM-1954;0;11;11;[null]
STORM-1956;11;11;11;[]
STORM-1964;11;11;11;[]
STORM-1968;0;11;11;[null]
STORM-1976;11;11;11;[]
STORM-1977;11;11;11;[]
STORM-1995;11;11;11;[]
STORM-1999;8;11;12;[8, 9, 10, 11]
STORM-2023;8;11;12;[8, 9, 10, 11]
STORM-2036;0;12;12;[null]
STORM-2042;0;12;12;[null]
STORM-2047;0;12;12;[null]
STORM-2056;0;12;12;[null]
STORM-2064;0;12;12;[null]
STORM-2074;0;12;12;[null]
STORM-2079;0;12;12;[null]
