TICKET ID ; IV ; OV ; FV ; AV 
OPENJPA-811;9;10;11;[9, 10]
OPENJPA-812;10;10;17;[10, 11, 12, 13, 14, 15, 16]
OPENJPA-815;0;10;10;[null]
OPENJPA-818;10;10;10;[]
OPENJPA-819;10;10;10;[]
OPENJPA-820;10;10;10;[]
OPENJPA-821;10;10;17;[10, 11, 12, 13, 14, 15, 16]
OPENJPA-824;0;10;17;[null]
OPENJPA-825;1;10;17;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
OPENJPA-834;1;10;12;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
OPENJPA-835;10;10;10;[]
OPENJPA-836;10;10;10;[]
OPENJPA-843;10;10;10;[]
OPENJPA-845;0;10;17;[null]
OPENJPA-847;1;10;12;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
OPENJPA-853;10;10;10;[]
OPENJPA-859;1;10;14;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
OPENJPA-860;10;10;10;[]
OPENJPA-863;10;10;10;[]
OPENJPA-866;9;10;12;[9, 10, 11]
OPENJPA-873;9;10;13;[9, 10, 11, 12]
OPENJPA-883;9;11;12;[9, 10, 11]
OPENJPA-884;11;11;11;[]
OPENJPA-887;10;11;12;[10, 11]
OPENJPA-890;8;11;13;[8, 9, 10, 11, 12]
OPENJPA-896;8;11;12;[8, 9, 10, 11]
OPENJPA-898;11;11;11;[]
OPENJPA-912;11;11;11;[]
OPENJPA-913;11;11;11;[]
OPENJPA-916;11;11;11;[]
OPENJPA-917;11;11;11;[]
OPENJPA-925;11;11;11;[]
OPENJPA-927;11;11;11;[]
OPENJPA-932;9;11;13;[9, 10, 11, 12]
OPENJPA-933;9;11;12;[9, 10, 11]
OPENJPA-934;11;11;11;[]
OPENJPA-935;9;11;17;[9, 10, 11, 12, 13, 14, 15, 16]
OPENJPA-944;4;11;14;[4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
OPENJPA-947;8;11;12;[8, 9, 10, 11]
OPENJPA-955;11;11;11;[]
OPENJPA-965;11;11;11;[]
OPENJPA-970;11;11;11;[]
OPENJPA-973;0;11;13;[null]
OPENJPA-981;0;11;17;[null]
OPENJPA-992;12;12;12;[]
