TICKET ID ; IV ; OV ; FV ; AV 
TAJO-829;0;3;3;[null]
TAJO-830;0;3;3;[null]
TAJO-832;0;3;3;[null]
TAJO-833;0;3;3;[null]
TAJO-839;0;3;3;[null]
TAJO-848;0;3;3;[null]
TAJO-850;0;3;3;[null]
TAJO-851;0;3;3;[null]
TAJO-852;3;3;3;[]
TAJO-861;3;3;3;[]
TAJO-862;0;3;3;[null]
TAJO-863;0;3;3;[null]
TAJO-866;0;3;3;[null]
TAJO-867;0;3;3;[null]
TAJO-868;0;3;3;[null]
TAJO-869;3;3;3;[]
TAJO-871;0;3;1;[null]
TAJO-873;3;3;3;[]
TAJO-874;0;3;3;[null]
TAJO-879;3;3;3;[]
TAJO-880;0;3;3;[null]
TAJO-881;0;3;3;[null]
TAJO-882;0;3;3;[null]
TAJO-884;0;3;3;[null]
TAJO-891;0;3;3;[null]
TAJO-894;0;3;3;[null]
TAJO-896;0;3;3;[null]
TAJO-897;0;3;3;[null]
TAJO-898;0;3;3;[null]
TAJO-899;0;3;3;[null]
TAJO-902;3;3;3;[]
TAJO-904;0;3;3;[null]
TAJO-905;0;3;3;[null]
TAJO-908;3;3;3;[]
TAJO-909;0;3;3;[null]
TAJO-912;0;3;3;[null]
TAJO-913;0;3;3;[null]
TAJO-914;0;3;3;[null]
TAJO-916;0;3;3;[null]
TAJO-925;0;3;3;[null]
TAJO-926;0;3;3;[null]
TAJO-927;0;3;3;[null]
TAJO-929;0;3;3;[null]
TAJO-934;0;3;3;[null]
TAJO-936;0;3;3;[null]
TAJO-939;0;3;3;[null]
TAJO-945;0;3;3;[null]
TAJO-946;0;3;1;[null]
TAJO-947;0;3;3;[null]
TAJO-948;0;3;3;[null]
TAJO-949;0;3;3;[null]
TAJO-952;0;3;3;[null]
TAJO-957;0;3;3;[null]
TAJO-960;0;3;3;[null]
TAJO-961;0;3;3;[null]
TAJO-962;0;3;3;[null]
TAJO-965;0;3;3;[null]
TAJO-968;0;3;3;[null]
TAJO-969;0;3;3;[null]
TAJO-972;0;3;3;[null]
TAJO-974;0;3;3;[null]
TAJO-975;0;3;3;[null]
TAJO-977;0;3;3;[null]
TAJO-978;0;3;3;[null]
TAJO-979;0;3;3;[null]
TAJO-980;0;3;3;[null]
TAJO-981;0;3;3;[null]
TAJO-985;3;3;3;[]
TAJO-986;0;3;3;[null]
TAJO-994;0;3;3;[null]
TAJO-995;3;3;3;[]
TAJO-996;0;3;3;[null]
TAJO-999;0;3;3;[null]
TAJO-1000;3;3;3;[]
TAJO-1002;0;3;1;[null]
TAJO-1003;0;3;1;[0]
TAJO-1004;0;3;3;[null]
TAJO-1006;0;3;3;[null]
TAJO-1009;0;3;3;[null]
TAJO-1011;0;3;3;[null]
TAJO-1013;0;3;3;[null]
TAJO-1017;0;3;3;[null]
TAJO-1020;0;3;3;[null]
TAJO-1021;0;3;3;[null]
TAJO-1022;0;3;3;[null]
TAJO-1024;0;3;3;[null]
TAJO-1025;0;3;3;[null]
TAJO-1029;3;3;3;[]
TAJO-1037;0;3;3;[null]
TAJO-1047;0;3;3;[null]
TAJO-1048;0;3;3;[null]
TAJO-1050;0;3;3;[null]
TAJO-1055;0;3;3;[null]
TAJO-1056;3;3;3;[]
TAJO-1065;0;3;3;[null]
TAJO-1067;0;3;3;[null]
TAJO-1072;3;3;3;[]
TAJO-1074;3;3;3;[]
TAJO-1081;0;3;3;[null]
TAJO-1097;3;3;3;[]
TAJO-1099;3;3;3;[]
TAJO-1101;0;3;3;[null]
TAJO-1102;3;3;3;[]
TAJO-1103;3;3;3;[]
TAJO-1104;0;3;3;[null]
TAJO-1106;0;3;3;[null]
TAJO-1107;0;3;3;[null]
TAJO-1110;3;3;3;[]
TAJO-1111;0;3;3;[null]
